Date,Time,kg,Hours Per Day,Waste Generated,Population
2022-03-10,00:08:21,7.809499351953334,8.0,52,56
2022-11-17,03:57:32,5.5967100879553415,8.0,93,63
2022-06-04,01:50:41,9.260865262327426,5.0,70,99
2022-01-17,02:44:10,7.526166147081579,8.0,53,84
2022-04-27,05:52:33,7.229995144490075,8.0,70,66
2022-03-10,02:06:14,8.965278950885983,8.0,80,66
2022-08-18,06:34:21,7.304603432914197,8.0,81,53
2022-07-16,00:36:22,8.27324595813543,5.0,94,69
2022-07-01,05:35:22,5.700518477651587,8.0,78,89
2022-01-24,02:24:22,9.950343935206385,8.0,61,84
2022-01-26,05:59:24,9.59572761122164,8.0,60,97
2022-07-10,00:14:08,9.189644212300562,8.0,65,62
2022-08-04,02:32:00,9.151954777289872,8.0,77,60
2022-04-05,00:32:07,8.901656009438756,8.0,67,76
2022-12-12,00:30:37,5.790741094855008,8.0,60,71
2022-09-09,04:50:13,8.788540707979156,8.0,78,79
2022-10-02,04:05:23,8.121102754270456,8.0,95,86
2022-05-17,05:44:26,6.332917414293647,8.0,57,94
2022-01-12,05:09:17,6.547348723271087,8.0,57,91
2022-09-08,05:43:01,6.129907427436262,8.0,67,52
2022-06-12,06:57:48,8.813486881296372,8.0,73,82
